0,1
قضیہ,qaziah
قطز,qataz
قلق,khalq
قلمکار,qalamkar
قلو,qalu
قلیل,qaleel
قوال,qawaal
قوالوں,qawalon
قوالی,qawali
قوالیاں,qawalian
قيام,khiyaam
قِسمت,qismat
قہقہے,qahqahe
قیافہ,qayaafah
قیامت,qayamat
قیر,qair
كشمير,kashmir
كه,kah
كيف,kaif
كی,ki
لآخر,laakhar
لائلپور,laalpur
لائنز,lines
لائیک,like
لاثانی,lasani
لارجر,larger
لاشا,lasha
لاقوامی,lakhaumee
لالہ,lalah
لامذہبیت,laamazhabeet
لايا,laya
لباسوں,libason
لبنی,lubna
لحاظ,lihaz
لدھیانہ,ladheeyana
لسانیات,lasaaniyath
لسانیاتی,lasaanyaati
لفاظی,lafazi
لفتح,laftah
لفظی,lafzi
لقاح,lakhah
لقمان,luqman
للت,lalit
لمبوترا,lambotra
لمحوں,lamhon
لمحہ,lamha
لمٹیڈ,limited
لنجان,linjaan
لنکاسٹر,lainkaastar
لنکاکے,lankaake
لنکی,lanki
لنگوٹی,langoti
لوازم,lawaazam
لوانڈا,luanda
لوور,lovar
لویس,lewis
لٹکائے,latkae
لٹکاتے,latkatay
لٹیرا,lootayra
لپ,lap
لچھا,lacha
لڈو,lado
لڑتا,larta
لڑو,lado
لڑکوں,larkon
لڑکھڑا,ladkada
لکشمی,lakshmi
لکنت,lakanat
لکچر,lecture
لکھاری,likharee
لکھوایا,lakhwaya
لگ,lag
لگژری,lugzhari
لیباریٹری,laboratory
لیت,late
لیتھم,letham
لیجانے,layjanay
لیختینستائن,lekhtensataaen
لیمو,limo
لیمیٹیڈ,limited
لیندی,lendi
لینو,leno
لیوی,levi
مائع,maaye
مائعات,maaeaat
مائنس,mines
ماتلی,maatali
ماتو,maato
ماتیو,maatiyo
ماحصل,maahasal
ماحول,mahol
مادھو,maadaw
مارسل,maarsal
مارلن,marlan
مارو,maru
مارکسسٹ,marxist
ماس,mass
ماسکو,moscow
مالدار,maaldaar
مانو,mano
مانوی,manwi
مانچسٹر,manchester
ماکو,makoo
مباح,mabah
مبتلائے,mubtalaye
مبداء,mabda
متحارب,mathaarab
متعلق,mutalaq
متعلقہ,mutaliqa
متعلقین,mutaalaqeen
متلاطم,matlatam
متماثل,matmasal
متمکن,mutmakan
متکبرانہ,matkabranah
مثل,masal
مثلاََ,maslan
مثلِ,masli
مجارستان,majaristan
مجاز,majaz
مجتبیٰ,majtibah
مجیب,mujeeb
مجید,majeed
مجیدی,majidi
محاصرے,muhasere
محترک,mohtarak
محدب,mohadab
محذوف,mahzuf
محرقہ,maharkhah
محشر,mahshar
محنت,mehnat
محنتوں,mahantoon
محنتی,manaty
محی,mahi
مخارق,mukhariq
مخزوم,makhzoom
مدت,madat
مدتوں,madton
مدتِ,madatee
مدتی,madatee
مدثر,mudasir
مدد,madad
مدراش,madrash
مدفن,madfan
مدیحہ,madeeh
مذکور,mazkoor
مذکورہ,mazkurah
مراد,murad
مرادی,muradi
مراقبہ,maraaqabah
مربوطہ,marboota
مرتا,marta
مرحمت,marhaata
مرحومین,marhoomeen
مرغ,murgh
مرغوں,murghon
مروڑ,maror
مرچنٹس,merchants
مرکزوں,markazon
مرکزہ,markazh
مرکزی,markazi
مرکزیہ,markaziah
مرکزے,markaze
مرگاں,margaan
مرگی,margi
مزاحم,mazaham
مزدا,mazda
مزید,mazid
مسئلوں,masalon
مسابقت,mosabiqat
مساکین,masakeen
مستشرق,mustashriq
مستشرقین,mastasharqen
مستور,masthur
مستورات,masturaat
مسجدی,masjidi
مسجدیں,masjidein
مسجع,masjaa
مسند,masnad
مشاہرہ,mashaaharah
مشتاق,mashaheer
مشرک,mushrik
مشرکوں,mashreekon
مشقیں,mashkeen
مشکل,mushkil
مشکلوں,mushkilo
مشکلیں,mushkilain
مشیت,mashiyat
مصری,masree
مصریات,masriaat
مضمون,mazmoon
مطبع,matba
مطلقاً,matalqan
مظفر,muzafar
معائنہ,maaainah
معارج,maarch
معاشرتی,maasharti
معالج,maalij
معاہدات,maahedhath
معاہدوں,maahedhon
معترض,maatarz
معتزلی,mutazli
معجزات,mojezat
معجزاتِ,maajazaati
معجزاتی,majazaati
معدنی,maadnee
معدنیات,maaduniyaat
معدنیاتی,madnyaty
معشوقہ,mashuqah
معطر,matar
معلق,malaq
معلقہ,malikhah
معلوماتی,maloomathi
معنون,manoon
معہ,mah
معیت,mayat
مغنی,maghni
مغول,maghool
مفاتیح,mufateeh
مفادات,mfadat
مفسرین,mufsareen
مقام,maqam
مقاموں,makhamun
مقبول,makabool
مقبولیت,makabuleta
مقتول,makatol
مقتولوں,makatulon
مقتولین,makatulen
مقرّر,muqarar
ملائشیا,malaishaa
ملازمتوں,molazmaton
ملازمتیں,molazmatain
ملاکی,malachi
ملوایا,milwaya
ملٹی,malti
ملکانہ,malkana
ملکوال,malakwal
ملکوتی,malkooti
ملکِ,malkee
ملکی,malki
ملکیوں,malkion
ملیا,malya
ممانعت,mamaaniyat
ممنوع,mamnoo
ممنوعہ,mamnoa
من,man
منتظری,muntazari
منجو,manju
منجھلی,manjhale
مندر,mandar
مندروں,mandiron
مندرہ,mandarah
مندیپ,mandeep
منقلب,manakalab
منقوش,manqoosh
منچھر,manchar
منڈانے,mandanay
منگریو,mangario
منگلور,mangalore
منگوال,mangwal
منھ,munh
منھاج,manhaaj
منہا,manha
موبائل,mobile
مورتیاں,moortian
مورتیوں,murtion
مورچے,morche
موریس,morees
موزمبیق,mozambique
موسم,mausam
موسمِ,mosami
موسمی,mosmi
موصول,mausool
موظف,muzaf
مول,mol
مولانہ,maolaanah
مولے,maule
مونا,mona
مونث,monis
مونگے,mongey
مونی,moni
موٹلی,motley
موپاساں,mopasaa
موڑا,mora
مَت,mat
مُجھ,mujh
مُرشد,murshid
مِس,mis
مِل,mil
مِلک,milk
مِلے,milay
مٹتی,mitte
مٹّی,mittee
مکالے,makale
مکتفی,maktafi
مکسنگ,meeksing
مکو,maiko
مہاتما,mahatma
مہرا,mahra
مہراب,mehrab
مہماتی,muhimati
مہنا,mahna
میت,maiyat
میرون,maroon
میرکل,merkel
میسرز,meesarz
میسی,maccy
میلر,mailer
میلس,mails
میمتھ,maimth
مینوفیکچرنگ,manufacturing
مینڈل,mendal
میٹل,metal
میڑک,medak
میکاہ,mekah
میکسکو,mexico
ناامید,naamid
ناامیدی,naamidi
ناانصافی,nainsafi
ناانصافیوں,nainsafion
نابلسی,nabilsi
ناد,naad
نادان,nadaan
نادانی,naadani
ناران,naran
نارنگی,narangi
ناریمان,nariman
نازیبا,naziba
ناشاد,naashaad
نالائق,nalayeq
نالیاں,naliyan
ناموسی,namusi
نانک,nanak
ناولٹ,naawlat
ناپنے,napne
ناچتی,nachti
ناڈو,nado
ناڑی,nari
نبھاتی,nibhati
نتھ,nath
نتھی,nathee
نثا,nisaa
نثاروں,nisaron
نجیبہ,najibah
نحوی,nahwi
ندارم,nadaram
ندگی,nadgee
ندی,nadi
ندیاں,nadian
نزاع,nazaa
نزاعات,nazaat
نزاعی,nazayi
نزد,nazad
نزہت,nazhat
نسا,nasa
نسوار,naswaar
نسوان,naswaan
نسیان,naseayan
نشانچی,nishanchi
نشاۃ,nishat
نشر,nashar
نشریات,nasharyat
نشریاتی,nasharyati
نصر,nasar
نصیری,naseeri
نظیری,nazeari
نعوذ,nahooz
نفاق,nifaq
نقط,nakht
نقطوں,naqton
نقطے,naqtay
نقیبِ,naqebe
نكاح,nikah
نلتر,naltar
نلکوں,nalakaun
نلی,nalee
نمائش,numaish
نمائشوں,namaishon
نمائشیں,namaisheen
نمائی,namaaee
نمائیاں,namaiyaan
نمایا,namaia
نمبرز,numbers
نمبروں,numbaruaon
نمٹنا,nimatna
نمی,nami
نمیر,namer
نوابوں,nawabon
نوابین,nawabeen
نوتن,nutan
نور,noor
نورستہ,noorastah
نورِ,noori
نورہ,noorah
نوری,noori
نوریہ,nooriyh
نوش,nosh
نویس,navis
نياز,niyaz
نپٹ,nipat
نپٹانے,niptanay
نکالنا,nikalna
نگارش,nigarish
نگل,nigal
نگلنے,nigalnay
نگلے,niglay
نگن,nagan
نگهداری,nagdharee
نہاد,nahaad
نہادہ,nahadah
نہالوں,nahaalon
نہایت,nehayat
نیبراسکا,nebraska
نیبو,nebo
نیشنل,national
نیٹورک,network
نیپا,nipa
نیک,nek
نیکوسیا,nicosia
نیکوکار,naikokar
نیکوں,naikon
نے,ne
هیئت,haiat
وائٹ,white
وابستگی,vaabastagi
واردو,vaurdu
واساتذہ,waasaatazah
واضع,waazaa
واقعتا,vaakataa
واقعیت,vakaeet
والامم,walamam
والدین,waaldain
والعلم,valilm
واللہ,wallah
والي,waali
والٹ,walt
والٹر,walter
والی,wali
والیم,waaleem
والیے,waale
واٹ,wat
واہگہ,vahga
وبربادی,wabarbaadi
وبصیرت,wabaseerat
وجوابات,wajawabaat
وحدیث,wahadees
وحسن,vahasen
وحضرت,wahazrat
ودیگر,vadegar
ورثوں,warson
ورثے,virsay
ورجال,warijaal
وردیاں,wardiyaan
ورزن,warzan
ورزی,warzi
ورزیاں,warziyaan
ورزیوں,verziyeon
ورسوله,warasoolah
ورع,wara
وزڈن,wisdon
وزیٹنگ,visiting
وسار,wasar
وسایا,wasaya
وسخن,wasakhan
وسیح,waseeh
وسیع,wase
وش,wish
وفقہ,vakhfa
وفقہاء,vafakhaha
وقار,waqar
ولایت,walait
ولایۃ,walaaita
ولولہ,walulah
ولی,wali
ولیج,valeez
ولیم,valeam
ولیمسن,valeamasan
ومغرب,wamaghreb
وندی,wandi
ونسنٹ,vincent
وومن,women
ووہان,vavian
وپاک,wapaak
وڈ,wood
وڈیرے,wadere
وڈیوز,videos
وڈے,vade
وکالت,wakalat
وہائٹ,vahaayit
وہابیت,wahabiyat
وہیلر,wheeler
ویسٹرن,western
ویش,vaish
ویلس,velas
ویلٹ,velt
وینٹی,vanity
ياسر,yasir
يخرج,yakhraj
يعقوبي,yaaqubi
يورپ,europe
يورپی,eauropi
ٹائٹن,titan
ٹائپسٹ,typist
ٹار,taar
ٹالا,taala
ٹامس,toms
ٹانکے,taankay
ٹرانس,trans
ٹرانسپلانٹیشن,transplantation
ٹرانسپورٹ,transport
ٹرپ,trip
ٹرک,truck
ٹرکوں,tarkon
ٹرکی,turkey
ٹریبیون,tribune
ٹریفکنگ,trafficking
ٹرین,train
ٹرینگ,training
ٹرینیں,trainein
ٹریور,trever
ٹریک,track
ٹفن,tiffin
ٹل,tal
ٹلہ,tala
ٹلی,tali
ٹنڈولکر,tundoo
ٹوباگو,tobago
ٹورازم,tourism
ٹوٹکوں,tootkon
ٹوک,tok
ٹوکتے,tokate
ٹوکریوں,tokarion
ٹوکہ,toka
ٹھاٹھ,thath
ٹھاٹھیں,thathen
ٹھن,than
ٹھکانوں,thikanon
ٹھکانے,thikanay
ٹھگ,thag
ٹھہراتے,tehraate
ٹھہرانے,tehraane
ٹھہرایا,tahharaya
ٹھہرتے,tehrte
ٹھہری,tehri
ٹھہریں,tehren
ٹھیرایا,theraya
ٹیسلا,tesla
ٹیورنگ,turing
ٹیوٹس,tweets
ٹیگا,taga
ٹیں,tain
پئیاں,paaian
پئیں,paaen
پاتال,patal
پاتھوں,pathon
پاتے,pate
پارچہ,parcha
پاسنگ,passing
پانیوں,paneeyo
پاچکے,paachke
پاڈ,paad
پاڑہ,paadah
پاڑی,padi
پاڑے,pade
پاکستان,pakistan
پاکستانیت,pakistaaniyath
پاکٹ,pocket
پایا,paya
پبلکن,publican
پبلیشر,publisher
پترا,patra
پتلا,patla
پتن,patan
پتیاں,patian
پتیوں,patheeyon
پجاری,pajaaree
پرآئی,paraayi
پراجکٹ,project
پراستعمال,paristemaal
پراسراریت,prosrareet
پران,pran
پراڈکٹ,product
پرتوی,partvy
پرسن,person
پرش,parsh
پروانے,parwaanay
پروپیگنڈا,propaganda
پروگرامز,programmes
پرگر,pargar
پریشانی,pareshaani
پریشانیوں,pareshaion
پسپائی,paspai
پلئیر,player
پلائیں,pilayen
پلان,plan
پلوٹو,pluto
پلینٹ,palent
پلینک,plaenk
پمپنگ,pumping
پناه,panah
پنجابیوں,panjabion
پنجرے,pinjre
پند,pand
پنوں,panon
پنٹو,pintu
پنڈ,pind
پنڈلی,pindli
پنڈلیوں,pindliyon
پنڈی,pindi
پنکچر,puncture
پنگ,ping
پنے,pane
پوا,poa
پودوں,podon
پودہ,pauda
پودے,pode
پورنیا,poornia
پورٹ,port
پوسٹنگ,posting
پولادی,poladee
پولش,polish
پونجی,poonji
پوٹیٹو,potato
پُھل,full
پٹریاں,patriyan
پٹریوں,patreeon
پچھاڑ,pachhad
پچھتر,pachhatar
پچھم,pachham
پڑهتے,padhtay
پڑھاؤ,padhao
پڑھوا,parhwa
پڑھوایا,padhvaya
پژ,pas
پژمردگی,pasmardagi
پکڑنا,pakadna
پگاڑہ,pagadah
پھرانے,phiranay
پھلتا,fultaa
پھندا,phanda
پھنسایا,phansaya
پھوٹ,phoot
پھپھوند,phaphond
پہاڑیاں,pahaadiyaan
پہنائی,pahnaayei
پہنائیں,pahnaayein
پہنائے,pahnaiye
پہنانے,pehnane
پہنتا,pahanta
پہونچی,pahunchi
پہونچیں,pahunchen
پیئر,pear
پیئرس,pairs
پیا,piya
پیالی,piyali
پیدا,paida
پیدہ,paidah
پیرول,payroll
پیزا,pizza
پیشرو,peshro
پیشگو,paishgo
پیو,piyo
پیڑ,paid
پیڑی,pedi
پیکجز,packages
پیکس,packs
پیکٹ,packet
چئر,chair
چابیاں,chabian
چابیوں,chabion
چارٹ,chart
چارے,chare
چاندنی,chaandni
چانگ,chang
چراگاہ,charagah
چل,chal
چلائیں,chalaaein
چلائے,chalaayay
چلاتے,chalaate
چلاہے,chalaa
چلتے,chalte
چلیں,chalen
چمپا,champa
چمپین,champion
چمگادڑ,chamgadad
چمگادڑوں,chamgadadon
چندو,chando
چنندہ,chanandah
چوب,chob
چوبی,chobi
چوستا,chusta
چوسٹس,choostiss
چونا,chuna
چوٹ,chot
چوٹوں,chhoton
چوٹیں,chotein
چوپڑا,chopda
چوکنا,chaukanaa
چوکھٹ,chaukhat
چوھدری,chaudhari
چيني,cheeni
چُن,chun
چُھپا,chhupa
چپڑی,chapdi
چکڑالہ,chakdala
چھا,cha
چھاؤنی,chhaoni
چھاتے,chhatay
چھانگلہ,changal
چھاپ,chaap
چھاپتے,chhaptay
چھاپنے,chhapnay
چھاپہ,chaape
چھاپی,chhapi
چھاپیں,chapain
چھاپے,chhapay
چھت,chhat
چھنی,chhani
چھوا,chhua
چھوٹا,chhota
چھوہاروں,chhoharon
چھپایا,chapaia
چھڑکنا,charakna
چھیل,chheel
چھیلنے,cheelnay
چیتا,cheeta
چیمپئن,champion
چیپ,chep
ڈائلنگ,dialing
ڈاٹ,dot
ڈاکس,docs
ڈراونی,daraavani
ڈربن,durban
ڈرون,drone
ڈرگ,drug
ڈرگز,dargaz
ڈریسڈن,dresden
ڈریم,dream
ڈسٹرک,district
ڈمپل,dimple
ڈنڈوت,dandot
ڈنکا,danka
ڈنکن,dankan
ڈنگ,dang
ڈنگہ,danga
ڈهونڈ,dhoond
ڈوبتے,dobtay
ڈوبی,dubi
ڈوبے,dubay
ڈونالڈ,donald
ڈويژن,division
ڈٹھا,datha
ڈپریشن,depression
ڈچ,dutch
ڈگری,degree
ڈھانکنا,ddhaankna
ڈھل,dhal
ڈھلنے,ddhalnay
ڈھلی,ddhali
ڈھلے,ddhalay
ڈھونڈنا,ddhoonddna
ڈیبیو,debut
ڈیزائنگ,designing
ڈیورنڈ,devrand
ڈیوڈسن,davidson
ڈیڈمین,deadman
ڈیکارٹ,decart
کئے,kiye
کاؤ,cow
کاؤنٹر,counter
کابچہ,capichah
کاجل,kajal
کاخ,kaakh
کارز,cars
کارلٹن,carlton
کارم,caaram
کاروباروں,kaarobaron
کاروبارِ,kaarobaar
کارِ,car
کارٹل,cartal
کارپل,carpal
کارڈ,card
کارڈز,cards
کارڈوں,cardon
کارڈیو,cardio
کارین,kareen
کاظم,kazim
کاظمی,kazmi
کاموں,kamon
کامہ,kamah
کامیڈین,comedian
کانسہ,kansa
کانونٹ,convent
کانگرس,congress
کانگریس,congress
کتاباں,kitaabaa
کتابوں,kitaaboon
کتابین,kitaabain
کدے,kaday
کرادار,karadar
کرامت,karamat
کرانی,karani
کراہت,karahat
کرتوں,karton
کرتے,karte
کردی,kardi
کردیا,kardiya
کردیے,kardiye
کررہے,karrahe
کرسٹوف,christoph
کرسکنے,karsakne
کرسکوں,karsakon
کرسکی,karsaki
کرسکیں,karsakin
کرسکے,karsake
کرناٹک,karnatak
کرنی,karni
کروبی,karobi
کروز,cruise
کرچ,crutch
کرکوک,carcook
کرکہ,karka
کرکی,karki
کرینا,kareena
کریڈٹ,credit
کز,kaz
کسا,kasa
کساد,kasad
کسم,kasam
کسی,kasi
کسیے,kasiye
کشتیاں,kishtiyan
کلب,club
کلبز,kalbaz
کلدیپ,kuldeep
کلمات,kalmat
کلماتِ,calimatay
کلمہ,kalma
کلینر,cleaner
کمال,kamaal
کمالِ,kamaale
کمایا,kamaya
کمبوڈیا,cambodia
کمنٹری,commentary
کمیونسٹ,communist
کناڈا,kanada
کند,kund
کندر,kundar
کندہ,kandah
کندی,candy
کندے,kande
کنزالایمان,kamzaalimaan
کنندہ,cananda
کنوارہ,cunvara
کنوارے,cunvaray
کنول,kanool
کنڈوم,condom
کنڑا,kanda
کنکٹ,kankat
کوایک,cavaaik
کوتا,kotha
کورنگ,korang
کورک,cork
کوشا,kosha
کوشر,koshar
کوشیش,koshish
کولا,cola
کولمب,colomb
کولھو,kolahu
کولہوں,coolhun
کونئی,konayi
کوندا,konda
کونکن,koncan
کوو,koo
کوٹایم,kotayam
کوپن,kopan
کوچ,coach
کوچی,kochi
کوچین,cochin
کوچے,kuchay
کُرد,kurd
کُشتی,kushti
کُچل,kuchal
کُھل,khul
کٹاؤ,katao
کٹوا,katwa
کٹوانے,katwaanay
کٹک,cuttack
کچھا,kachha
کچھار,kachhar
کچیل,kacheel
کڈز,kids
کڈیں,kadein
کھاؤ,khao
کھاد,khaad
کھادوں,khaadon
کھارا,khara
کھان,kahaan
کھبکی,kahabakee
کھدائیوں,khudaaiyon
کھدر,khadar
کھرا,khara
کھردرا,khardaraa
کھردری,khardaree
کھلی,khali
کھلیاں,kahalian
کھوا,khawa
کھوج,khoj
کھوجتے,khojte
کھوجنے,khojne
کھوسٹ,khost
کھولو,kholo
کھوٹ,khot
کھوٹا,khota
کھچے,khacche
کھڈیاں,khadean
کہتے,kahte
کہناہے,kahenaa
کہڑے,kahday
کہیل,kaheel
کہیے,kahiye
کیانی,kyani
کیبل,cable
کیسان,kisan
کیسٹ,caset
کیسٹس,cassettes
کیطرح,kitarah
کیلر,keelar
کیماڑی,caimari
کیمبل,campbell
کیمپ,camp
کین,kain
کینز,kenz
کینوس,canoos
کیونکه,kuenka
کیوںکہ,kuinka
کیڈ,cad
کیکٹس,cactus
کیکی,keekee
گئیں,gayein
گائکی,gaayaki
گائیک,gaeik
گارڈز,guards
گارڈنر,gardener
گارڈنز,gardener
گارڈوں,gaardon
گالف,gaalif
گاه,gaah
گاڑیوں,gadeeyon
گتھیاں,gathila
گدون,gadon
گراؤنڈ,ground
گرافر,grapher
گرداب,gardaab
گردانا,gardana
گردن,gardan
گردِش,gardish
گرفتار,giraftar
گرفتاری,giraftari
گرفتاریوں,girafhtaariyon
گرفتگی,garafthgi
گرنیڈ,grenade
گرگ,garg
گرگٹ,girgit
گرہ,girah
گرہیں,garhein
گریز,guraiz
گریزاں,grazaan
گریگوری,gregory
گلبن,gulban
گلن,galan
گلوٹی,gloti
گلوچ,galauch
گلٹیوں,giltiyon
گلیاروں,galiyaron
گلیشئر,galeshear
گندم,gundum
گنگ,gang
گوا,goa
گوالوں,gawalon
گوتیں,gotein
گوداموں,godamon
گوردوارہ,gurdwarah
گورگیج,goargaij
گوسوامی,gosuami
گومڑ,gomad
گونج,goonj
گونجتا,goonjataa
گونجنے,goonjanay
گونجی,goonjee
گونجے,goonje
گووند,goavind
گوٹا,gota
گویائی,goyai
گَل,gal
گڈھا,gadha
گھئی,ghai
گھاؤ,ghao
گھات,ghat
گھبرایا,ghabraya
گھمبیر,ghambeer
گھن,ghan
گھناؤنے,gahnaunay
گھنڈ,ghand
گھنی,ghani
گھنے,ghane
گھونپنے,ghonpnay
گھوڑا,ghoda
گھٹایا,ghataayaa
گھیر,gher
گھیرنے,gaheernay
گہن,gahan
گہوارہ,gahvarah
گہوارے,gahware
گی,gi
گیئر,gare
گیا,gaya
گیاہ,gayah
گیلووے,galloway
گیمن,gaiman
گینڈے,gaindai
گینگسٹر,gangster
گینیز,guinness
گیگا,giga
ھال,haal
ھذہ,hazah
ھرمز,harmaz
ھنا,hana
ھندی,hindi
ھنزہ,hanzah
ہاربر,harbor
ہارمونیم,harmonium
ہدايت,hidayat
ہدف,hadaf
ہدفِ,hadfe
ہربنس,harbans
ہرو,har
ہرگز,hargiz
ہز,haz
ہس,has
ہسپر,haspar
ہلہ,hala
ہلیری,hillary
ہما,hama
ہمسفر,hamsafar
ہندمیں,handmey
ہندوستان,hindustan
ہندوستانی,hindustani
ہندوی,hindwi
ہنڈ,hand
ہنکا,hanka
ہنگلاج,hangalaaj
ہوائيں,havayein
